# temp[C] pressure[mbar] humidity[%] freq[GHz] alt[deg] ref["]
-20 558 0 150 36 48.4199
-20 558 0 150 37 46.6909
-20 558 0 150 38 45.0395
-20 558 0 150 39 43.4597
-20 558 0 150 40 41.9461
-20 558 0 150 41 40.4937
-20 558 0 150 42 39.098
-20 558 0 150 43 37.755
-20 558 0 150 44 36.4611
-20 558 0 150 45 35.2128
-20 558 0 150 46 34.0071
-20 558 0 150 47 32.8411
-20 558 0 150 48 31.7122
-20 558 0 150 49 30.618
-20 558 0 150 50 29.5564
-20 558 0 150 51 28.5253
-20 558 0 150 52 27.5228
-20 558 0 150 53 26.5471
-20 558 0 150 54 25.5966
-20 558 0 150 55 24.6698
-20 558 0 150 56 23.7652
-20 558 0 150 57 22.8817
-20 558 0 150 58 22.0178
-20 558 0 150 59 21.1725
-20 558 0 150 60 20.3447
-20 558 0.1 150 35 50.4467
-20 558 0.1 150 36 48.6256
-20 558 0.1 150 37 46.8893
-20 558 0.1 150 38 45.2309
-20 558 0.1 150 39 43.6443
-20 558 0.1 150 40 42.1242
-20 558 0.1 150 41 40.6656
-20 558 0.1 150 42 39.264
-20 558 0.1 150 43 37.9153
-20 558 0.1 150 44 36.6159
-20 558 0.1 150 45 35.3623
-20 558 0.1 150 46 34.1514
-20 558 0.1 150 47 32.9805
-20 558 0.1 150 48 31.8468
-20 558 0.1 150 49 30.748
-20 558 0.1 150 50 29.6819
-20 558 0.1 150 51 28.6464
-20 558 0.1 150 52 27.6396
-20 558 0.1 150 53 26.6597
-20 558 0.1 150 54 25.7052
-20 558 0.1 150 55 24.7745
-20 558 0.1 150 56 23.8661
-20 558 0.1 150 57 22.9788
-20 558 0.1 150 58 22.1112
-20 558 0.1 150 59 21.2623
-20 558 0.1 150 60 20.431
-20 558 0.2 150 35 50.66
-20 558 0.2 150 36 48.8313
-20 558 0.2 150 37 47.0875
-20 558 0.2 150 38 45.4221
-20 558 0.2 150 39 43.8288
-20 558 0.2 150 40 42.3023
-20 558 0.2 150 41 40.8375
-20 558 0.2 150 42 39.43
-20 558 0.2 150 43 38.0756
-20 558 0.2 150 44 36.7706
-20 558 0.2 150 45 35.5117
-20 558 0.2 150 46 34.2957
-20 558 0.2 150 47 33.1198
-20 558 0.2 150 48 31.9814
-20 558 0.2 150 49 30.8779
-20 558 0.2 150 50 29.8073
-20 558 0.2 150 51 28.7674
-20 558 0.2 150 52 27.7563
-20 558 0.2 150 53 26.7723
-20 558 0.2 150 54 25.8138
-20 558 0.2 150 55 24.8791
-20 558 0.2 150 56 23.9669
-20 558 0.2 150 57 23.0758
-20 558 0.2 150 58 22.2046
-20 558 0.2 150 59 21.3521
-20 558 0.2 150 60 20.5173
-20 558 0.3 150 35 50.8733
-20 558 0.3 150 36 49.0368
-20 558 0.3 150 37 47.2857
-20 558 0.3 150 38 45.6132
-20 558 0.3 150 39 44.0133
-20 558 0.3 150 40 42.4803
-20 558 0.3 150 41 41.0093
-20 558 0.3 150 42 39.5958
-20 558 0.3 150 43 38.2357
-20 558 0.3 150 44 36.9253
-20 558 0.3 150 45 35.6611
-20 558 0.3 150 46 34.44
-20 558 0.3 150 47 33.2591
-20 558 0.3 150 48 32.1158
-20 558 0.3 150 49 31.0078
-20 558 0.3 150 50 29.9326
-20 558 0.3 150 51 28.8883
-20 558 0.3 150 52 27.873
-20 558 0.3 150 53 26.8849
-20 558 0.3 150 54 25.9223
-20 558 0.3 150 55 24.9837
-20 558 0.3 150 56 24.0676
-20 558 0.3 150 57 23.1728
-20 558 0.3 150 58 22.298
-20 558 0.3 150 59 21.4419
-20 558 0.3 150 60 20.6035
-20 558 0.4 150 35 51.0864
-20 558 0.4 150 36 49.2422
-20 558 0.4 150 37 47.4838
-20 558 0.4 150 38 45.8043
-20 558 0.4 150 39 44.1976
-20 558 0.4 150 40 42.6582
-20 558 0.4 150 41 41.1811
-20 558 0.4 150 42 39.7616
-20 558 0.4 150 43 38.3958
-20 558 0.4 150 44 37.0799
-20 558 0.4 150 45 35.8104
-20 558 0.4 150 46 34.5842
-20 558 0.4 150 47 33.3983
-20 558 0.4 150 48 32.2503
-20 558 0.4 150 49 31.1375
-20 558 0.4 150 50 30.0579
-20 558 0.4 150 51 29.0093
-20 558 0.4 150 52 27.9897
-20 558 0.4 150 53 26.9974
-20 558 0.4 150 54 26.0308
-20 558 0.4 150 55 25.0882
-20 558 0.4 150 56 24.1684
-20 558 0.4 150 57 23.2698
-20 558 0.4 150 58 22.3913
-20 558 0.4 150 59 21.5316
-20 558 0.4 150 60 20.6897
-20 558 0.5 150 35 51.2995
-20 558 0.5 150 36 49.4476
-20 558 0.5 150 37 47.6818
-20 558 0.5 150 38 45.9953
-20 558 0.5 150 39 44.3819
-20 558 0.5 150 40 42.836
-20 558 0.5 150 41 41.3527
-20 558 0.5 150 42 39.9274
-20 558 0.5 150 43 38.5559
-20 558 0.5 150 44 37.2344
-20 558 0.5 150 45 35.9596
-20 558 0.5 150 46 34.7283
-20 558 0.5 150 47 33.5375
-20 558 0.5 150 48 32.3846
-20 558 0.5 150 49 31.2673
-20 558 0.5 150 50 30.1831
-20 558 0.5 150 51 29.1301
-20 558 0.5 150 52 28.1063
-20 558 0.5 150 53 27.1099
-20 558 0.5 150 54 26.1392
-20 558 0.5 150 55 25.1927
-20 558 0.5 150 56 24.269
-20 558 0.5 150 57 23.3667
-20 558 0.5 150 58 22.4845
-20 558 0.5 150 59 21.6213
-20 558 0.5 150 60 20.7759
-20 558 0.6 150 35 51.5125
-20 558 0.6 150 36 49.6528
-20 558 0.6 150 37 47.8797
-20 558 0.6 150 38 46.1862
-20 558 0.6 150 39 44.566
-20 558 0.6 150 40 43.0138
-20 558 0.6 150 41 41.5243
-20 558 0.6 150 42 40.093
-20 558 0.6 150 43 38.7158
-20 558 0.6 150 44 37.3889
-20 558 0.6 150 45 36.1088
-20 558 0.6 150 46 34.8723
-20 558 0.6 150 47 33.6766
-20 558 0.6 150 48 32.519
-20 558 0.6 150 49 31.3969
-20 558 0.6 150 50 30.3083
-20 558 0.6 150 51 29.2509
-20 558 0.6 150 52 28.2228
-20 558 0.6 150 53 27.2223
-20 558 0.6 150 54 26.2476
-20 558 0.6 150 55 25.2972
-20 558 0.6 150 56 24.3697
-20 558 0.6 150 57 23.4636
-20 558 0.6 150 58 22.5778
-20 558 0.6 150 59 21.7109
-20 558 0.6 150 60 20.8621
-20 558 0.7 150 35 51.7254
-20 558 0.7 150 36 49.858
-20 558 0.7 150 37 48.0775
-20 558 0.7 150 38 46.377
-20 558 0.7 150 39 44.7501
-20 558 0.7 150 40 43.1914
-20 558 0.7 150 41 41.6958
-20 558 0.7 150 42 40.2586
-20 558 0.7 150 43 38.8757
-20 558 0.7 150 44 37.5433
-20 558 0.7 150 45 36.2579
-20 558 0.7 150 46 35.0163
-20 558 0.7 150 47 33.8156
-20 558 0.7 150 48 32.6532
-20 558 0.7 150 49 31.5266
-20 558 0.7 150 50 30.4334
-20 558 0.7 150 51 29.3716
-20 558 0.7 150 52 28.3393
-20 558 0.7 150 53 27.3347
-20 558 0.7 150 54 26.3559
-20 558 0.7 150 55 25.4016
-20 558 0.7 150 56 24.4702
-20 558 0.7 150 57 23.5604
-20 558 0.7 150 58 22.6709
-20 558 0.7 150 59 21.8005
-20 558 0.7 150 60 20.9481
-20 558 0.8 150 35 51.9381
-20 558 0.8 150 36 50.0631
-20 558 0.8 150 37 48.2753
-20 558 0.8 150 38 46.5677
-20 558 0.8 150 39 44.9342
-20 558 0.8 150 40 43.369
-20 558 0.8 150 41 41.8672
-20 558 0.8 150 42 40.4241
-20 558 0.8 150 43 39.0355
-20 558 0.8 150 44 37.6976
-20 558 0.8 150 45 36.4069
-20 558 0.8 150 46 35.1602
-20 558 0.8 150 47 33.9546
-20 558 0.8 150 48 32.7874
-20 558 0.8 150 49 31.6561
-20 558 0.8 150 50 30.5585
-20 558 0.8 150 51 29.4923
-20 558 0.8 150 52 28.4558
-20 558 0.8 150 53 27.447
-20 558 0.8 150 54 26.4642
-20 558 0.8 150 55 25.506
-20 558 0.8 150 56 24.5708
-20 558 0.8 150 57 23.6572
-20 558 0.8 150 58 22.7641
-20 558 0.8 150 59 21.8901
-20 558 0.8 150 60 21.0342
-20 558 0.9 150 35 52.1508
-20 558 0.9 150 36 50.2681
-20 558 0.9 150 37 48.4729
-20 558 0.9 150 38 46.7583
-20 558 0.9 150 39 45.1181
-20 558 0.9 150 40 43.5465
-20 558 0.9 150 41 42.0386
-20 558 0.9 150 42 40.5895
-20 558 0.9 150 43 39.1952
-20 558 0.9 150 44 37.8518
-20 558 0.9 150 45 36.5559
-20 558 0.9 150 46 35.3041
-20 558 0.9 150 47 34.0935
-20 558 0.9 150 48 32.9215
-20 558 0.9 150 49 31.7856
-20 558 0.9 150 50 30.6835
-20 558 0.9 150 51 29.613
-20 558 0.9 150 52 28.5722
-20 558 0.9 150 53 27.5592
-20 558 0.9 150 54 26.5725
-20 558 0.9 150 55 25.6103
-20 558 0.9 150 56 24.6713
-20 558 0.9 150 57 23.754
-20 558 0.9 150 58 22.8572
-20 558 0.9 150 59 21.9796
-20 558 0.9 150 60 21.1202
-20 558 1 150 35 52.3634
-20 558 1 150 36 50.473
-20 558 1 150 37 48.6704
-20 558 1 150 38 46.9489
-20 558 1 150 39 45.3019
-20 558 1 150 40 43.724
-20 558 1 150 41 42.2098
-20 558 1 150 42 40.7549
-20 558 1 150 43 39.3549
-20 558 1 150 44 38.006
-20 558 1 150 45 36.7047
-20 558 1 150 46 35.4478
-20 558 1 150 47 34.2324
-20 558 1 150 48 33.0556
-20 558 1 150 49 31.915
-20 558 1 150 50 30.8084
-20 558 1 150 51 29.7335
-20 558 1 150 52 28.6885
-20 558 1 150 53 27.6714
-20 558 1 150 54 26.6806
-20 558 1 150 55 25.7146
-20 558 1 150 56 24.7717
-20 558 1 150 57 23.8507
-20 558 1 150 58 22.9502
-20 558 1 150 59 22.0691
-20 558 1 150 60 21.2062
-20 558 1.1 150 35 52.3634
-20 558 1.1 150 36 50.473
-20 558 1.1 150 37 48.6704
-20 558 1.1 150 38 46.9489
-20 558 1.1 150 39 45.3019
-20 558 1.1 150 40 43.724
-20 558 1.1 150 41 42.2098
-20 558 1.1 150 42 40.7549
-20 558 1.1 150 43 39.3549
-20 558 1.1 150 44 38.006
-20 558 1.1 150 45 36.7047
-20 558 1.1 150 46 35.4478
-20 558 1.1 150 47 34.2324
-20 558 1.1 150 48 33.0556
-20 558 1.1 150 49 31.915
-20 558 1.1 150 50 30.8084
-20 558 1.1 150 51 29.7335
-20 558 1.1 150 52 28.6885
-20 558 1.1 150 53 27.6714
-20 558 1.1 150 54 26.6806
-20 558 1.1 150 55 25.7146
-20 558 1.1 150 56 24.7717
-20 558 1.1 150 57 23.8507
-20 558 1.1 150 58 22.9502
-20 558 1.1 150 59 22.0691
-20 558 1.1 150 60 21.2062
-20 559 0 150 35 50.3232
-20 559 0 150 36 48.5067
-20 559 0 150 37 46.7746
-20 559 0 150 38 45.1203
-20 559 0 150 39 43.5376
-20 559 0 150 40 42.0213
-20 559 0 150 41 40.5662
-20 559 0 150 42 39.1681
-20 559 0 150 43 37.8227
-20 559 0 150 44 36.5264
-20 559 0 150 45 35.2759
-20 559 0 150 46 34.068
-20 559 0 150 47 32.8999
-20 559 0 150 48 31.769
-20 559 0 150 49 30.6729
-20 559 0 150 50 29.6094
-20 559 0 150 51 28.5764
-20 559 0 150 52 27.5721
-20 559 0 150 53 26.5946
-20 559 0 150 54 25.6424
-20 559 0 150 55 24.714
-20 559 0 150 56 23.8078
-20 559 0 150 57 22.9227
-20 559 0 150 58 22.0573
-20 559 0 150 59 21.2105
-20 559 0 150 60 20.3811
-20 559 0.1 150 35 50.5367
-20 559 0.1 150 36 48.7124
-20 559 0.1 150 37 46.973
-20 559 0.1 150 38 45.3116
-20 559 0.1 150 39 43.7222
-20 559 0.1 150 40 42.1994
-20 559 0.1 150 41 40.7382
-20 559 0.1 150 42 39.3341
-20 559 0.1 150 43 37.983
-20 559 0.1 150 44 36.6812
-20 559 0.1 150 45 35.4254
-20 559 0.1 150 46 34.2124
-20 559 0.1 150 47 33.0393
-20 559 0.1 150 48 31.9036
-20 559 0.1 150 49 30.8029
-20 559 0.1 150 50 29.7349
-20 559 0.1 150 51 28.6975
-20 559 0.1 150 52 27.6889
-20 559 0.1 150 53 26.7073
-20 559 0.1 150 54 25.7511
-20 559 0.1 150 55 24.8187
-20 559 0.1 150 56 23.9087
-20 559 0.1 150 57 23.0198
-20 559 0.1 150 58 22.1507
-20 559 0.1 150 59 21.3003
-20 559 0.1 150 60 20.4675
-20 559 0.2 150 35 50.7501
-20 559 0.2 150 36 48.918
-20 559 0.2 150 37 47.1712
-20 559 0.2 150 38 45.5028
-20 559 0.2 150 39 43.9067
-20 559 0.2 150 40 42.3775
-20 559 0.2 150 41 40.9101
-20 559 0.2 150 42 39.5
-20 559 0.2 150 43 38.1433
-20 559 0.2 150 44 36.836
-20 559 0.2 150 45 35.5748
-20 559 0.2 150 46 34.3567
-20 559 0.2 150 47 33.1787
-20 559 0.2 150 48 32.0382
-20 559 0.2 150 49 30.9328
-20 559 0.2 150 50 29.8602
-20 559 0.2 150 51 28.8185
-20 559 0.2 150 52 27.8057
-20 559 0.2 150 53 26.8199
-20 559 0.2 150 54 25.8596
-20 559 0.2 150 55 24.9233
-20 559 0.2 150 56 24.0095
-20 559 0.2 150 57 23.1168
-20 559 0.2 150 58 22.2441
-20 559 0.2 150 59 21.3901
-20 559 0.2 150 60 20.5538
-20 559 0.3 150 35 50.9633
-20 559 0.3 150 36 49.1236
-20 559 0.3 150 37 47.3694
-20 559 0.3 150 38 45.694
-20 559 0.3 150 39 44.0912
-20 559 0.3 150 40 42.5555
-20 559 0.3 150 41 41.0819
-20 559 0.3 150 42 39.6659
-20 559 0.3 150 43 38.3034
-20 559 0.3 150 44 36.9907
-20 559 0.3 150 45 35.7242
-20 559 0.3 150 46 34.5009
-20 559 0.3 150 47 33.318
-20 559 0.3 150 48 32.1727
-20 559 0.3 150 49 31.0626
-20 559 0.3 150 50 29.9856
-20 559 0.3 150 51 28.9395
-20 559 0.3 150 52 27.9224
-20 559 0.3 150 53 26.9325
-20 559 0.3 150 54 25.9682
-20 559 0.3 150 55 25.0279
-20 559 0.3 150 56 24.1102
-20 559 0.3 150 57 23.2138
-20 559 0.3 150 58 22.3374
-20 559 0.3 150 59 21.4799
-20 559 0.3 150 60 20.64
-20 559 0.4 150 35 51.1765
-20 559 0.4 150 36 49.329
-20 559 0.4 150 37 47.5675
-20 559 0.4 150 38 45.885
-20 559 0.4 150 39 44.2755
-20 559 0.4 150 40 42.7334
-20 559 0.4 150 41 41.2536
-20 559 0.4 150 42 39.8317
-20 559 0.4 150 43 38.4635
-20 559 0.4 150 44 37.1453
-20 559 0.4 150 45 35.8735
-20 559 0.4 150 46 34.6451
-20 559 0.4 150 47 33.4572
-20 559 0.4 150 48 32.3071
-20 559 0.4 150 49 31.1924
-20 559 0.4 150 50 30.1109
-20 559 0.4 150 51 29.0604
-20 559 0.4 150 52 28.039
-20 559 0.4 150 53 27.045
-20 559 0.4 150 54 26.0767
-20 559 0.4 150 55 25.1325
-20 559 0.4 150 56 24.211
-20 559 0.4 150 57 23.3108
-20 559 0.4 150 58 22.4307
-20 559 0.4 150 59 21.5696
-20 559 0.4 150 60 20.7262
-20 559 0.5 150 35 51.3895
-20 559 0.5 150 36 49.5344
-20 559 0.5 150 37 47.7655
-20 559 0.5 150 38 46.076
-20 559 0.5 150 39 44.4598
-20 559 0.5 150 40 42.9112
-20 559 0.5 150 41 41.4253
-20 559 0.5 150 42 39.9974
-20 559 0.5 150 43 38.6235
-20 559 0.5 150 44 37.2998
-20 559 0.5 150 45 36.0227
-20 559 0.5 150 46 34.7892
-20 559 0.5 150 47 33.5964
-20 559 0.5 150 48 32.4415
-20 559 0.5 150 49 31.3222
-20 559 0.5 150 50 30.2361
-20 559 0.5 150 51 29.1812
-20 559 0.5 150 52 28.1556
-20 559 0.5 150 53 27.1575
-20 559 0.5 150 54 26.1851
-20 559 0.5 150 55 25.237
-20 559 0.5 150 56 24.3116
-20 559 0.5 150 57 23.4077
-20 559 0.5 150 58 22.524
-20 559 0.5 150 59 21.6592
-20 559 0.5 150 60 20.8124
-20 559 0.6 150 35 51.6025
-20 559 0.6 150 36 49.7396
-20 559 0.6 150 37 47.9634
-20 559 0.6 150 38 46.2669
-20 559 0.6 150 39 44.6439
-20 559 0.6 150 40 43.089
-20 559 0.6 150 41 41.5969
-20 559 0.6 150 42 40.1631
-20 559 0.6 150 43 38.7835
-20 559 0.6 150 44 37.4542
-20 559 0.6 150 45 36.1719
-20 559 0.6 150 46 34.9333
-20 559 0.6 150 47 33.7355
-20 559 0.6 150 48 32.5758
-20 559 0.6 150 49 31.4518
-20 559 0.6 150 50 30.3613
-20 559 0.6 150 51 29.302
-20 559 0.6 150 52 28.2722
-20 559 0.6 150 53 27.2699
-20 559 0.6 150 54 26.2935
-20 559 0.6 150 55 25.3414
-20 559 0.6 150 56 24.4122
-20 559 0.6 150 57 23.5046
-20 559 0.6 150 58 22.6172
-20 559 0.6 150 59 21.7489
-20 559 0.6 150 60 20.8985
-20 559 0.7 150 35 51.8154
-20 559 0.7 150 36 49.9448
-20 559 0.7 150 37 48.1612
-20 559 0.7 150 38 46.4577
-20 559 0.7 150 39 44.828
-20 559 0.7 150 40 43.2666
-20 559 0.7 150 41 41.7684
-20 559 0.7 150 42 40.3287
-20 559 0.7 150 43 38.9434
-20 559 0.7 150 44 37.6086
-20 559 0.7 150 45 36.321
-20 559 0.7 150 46 35.0772
-20 559 0.7 150 47 33.8745
-20 559 0.7 150 48 32.71
-20 559 0.7 150 49 31.5814
-20 559 0.7 150 50 30.4864
-20 559 0.7 150 51 29.4228
-20 559 0.7 150 52 28.3887
-20 559 0.7 150 53 27.3822
-20 559 0.7 150 54 26.4018
-20 559 0.7 150 55 25.4458
-20 559 0.7 150 56 24.5128
-20 559 0.7 150 57 23.6014
-20 559 0.7 150 58 22.7104
-20 559 0.7 150 59 21.8385
-20 559 0.7 150 60 20.9846
-20 559 0.8 150 35 52.0282
-20 559 0.8 150 36 50.1499
-20 559 0.8 150 37 48.3589
-20 559 0.8 150 38 46.6484
-20 559 0.8 150 39 45.0121
-20 559 0.8 150 40 43.4442
-20 559 0.8 150 41 41.9398
-20 559 0.8 150 42 40.4942
-20 559 0.8 150 43 39.1032
-20 559 0.8 150 44 37.7629
-20 559 0.8 150 45 36.47
-20 559 0.8 150 46 35.2212
-20 559 0.8 150 47 34.0135
-20 559 0.8 150 48 32.8442
-20 559 0.8 150 49 31.711
-20 559 0.8 150 50 30.6114
-20 559 0.8 150 51 29.5435
-20 559 0.8 150 52 28.5051
-20 559 0.8 150 53 27.4945
-20 559 0.8 150 54 26.5101
-20 559 0.8 150 55 25.5502
-20 559 0.8 150 56 24.6134
-20 559 0.8 150 57 23.6982
-20 559 0.8 150 58 22.8035
-20 559 0.8 150 59 21.928
-20 559 0.8 150 60 21.0707
-20 559 0.9 150 35 52.2409
-20 559 0.9 150 36 50.3549
-20 559 0.9 150 37 48.5566
-20 559 0.9 150 38 46.8391
-20 559 0.9 150 39 45.196
-20 559 0.9 150 40 43.6217
-20 559 0.9 150 41 42.1111
-20 559 0.9 150 42 40.6596
-20 559 0.9 150 43 39.2629
-20 559 0.9 150 44 37.9172
-20 559 0.9 150 45 36.619
-20 559 0.9 150 46 35.365
-20 559 0.9 150 47 34.1524
-20 559 0.9 150 48 32.9784
-20 559 0.9 150 49 31.8405
-20 559 0.9 150 50 30.7364
-20 559 0.9 150 51 29.6641
-20 559 0.9 150 52 28.6215
-20 559 0.9 150 53 27.6068
-20 559 0.9 150 54 26.6183
-20 559 0.9 150 55 25.6545
-20 559 0.9 150 56 24.7138
-20 559 0.9 150 57 23.795
-20 559 0.9 150 58 22.8966
-20 559 0.9 150 59 22.0176
-20 559 0.9 150 60 21.1567
-20 559 1 150 35 52.4535
-20 559 1 150 36 50.5598
-20 559 1 150 37 48.7541
-20 559 1 150 38 47.0296
-20 559 1 150 39 45.3798
-20 559 1 150 40 43.7991
-20 559 1 150 41 42.2824
-20 559 1 150 42 40.825
-20 559 1 150 43 39.4226
-20 559 1 150 44 38.0714
-20 559 1 150 45 36.7679
-20 559 1 150 46 35.5088
-20 559 1 150 47 34.2912
-20 559 1 150 48 33.1124
-20 559 1 150 49 31.9699
-20 559 1 150 50 30.8614
-20 559 1 150 51 29.7847
-20 559 1 150 52 28.7378
-20 559 1 150 53 27.719
-20 559 1 150 54 26.7265
-20 559 1 150 55 25.7588
-20 559 1 150 56 24.8143
-20 559 1 150 57 23.8917
-20 559 1 150 58 22.9897
-20 559 1 150 59 22.107
-20 559 1 150 60 21.2427
-20 559 1.1 150 35 52.4535
-20 559 1.1 150 36 50.5598
-20 559 1.1 150 37 48.7541
-20 559 1.1 150 38 47.0296
-20 559 1.1 150 39 45.3798
-20 559 1.1 150 40 43.7991
-20 559 1.1 150 41 42.2824
-20 559 1.1 150 42 40.825
-20 559 1.1 150 43 39.4226
-20 559 1.1 150 44 38.0714
-20 559 1.1 150 45 36.7679
-20 559 1.1 150 46 35.5088
-20 559 1.1 150 47 34.2912
-20 559 1.1 150 48 33.1124
-20 559 1.1 150 49 31.9699
-20 559 1.1 150 50 30.8614
-20 559 1.1 150 51 29.7847
-20 559 1.1 150 52 28.7378
-20 559 1.1 150 53 27.719
-20 559 1.1 150 54 26.7265
-20 559 1.1 150 55 25.7588
-20 559 1.1 150 56 24.8143
-20 559 1.1 150 57 23.8917
-20 559 1.1 150 58 22.9897
-20 559 1.1 150 59 22.107
-20 559 1.1 150 60 21.2427
-20 560 0 150 35 50.4133
-20 560 0 150 36 48.5935
-20 560 0 150 37 46.8583
-20 560 0 150 38 45.201
-20 560 0 150 39 43.6155
-20 560 0 150 40 42.0965
-20 560 0 150 41 40.6388
-20 560 0 150 42 39.2381
-20 560 0 150 43 37.8904
-20 560 0 150 44 36.5918
-20 560 0 150 45 35.339
-20 560 0 150 46 34.129
-20 560 0 150 47 32.9588
-20 560 0 150 48 31.8259
-20 560 0 150 49 30.7278
-20 560 0 150 50 29.6624
-20 560 0 150 51 28.6275
-20 560 0 150 52 27.6214
-20 560 0 150 53 26.6422
-20 560 0 150 54 25.6883
-20 560 0 150 55 24.7582
-20 560 0 150 56 23.8504
-20 560 0 150 57 22.9637
-20 560 0 150 58 22.0967
-20 560 0 150 59 21.2484
-20 560 0 150 60 20.4176
-20 560 0.1 150 35 50.6267
-20 560 0.1 150 36 48.7992
-20 560 0.1 150 37 47.0566
-20 560 0.1 150 38 45.3923
-20 560 0.1 150 39 43.8001
-20 560 0.1 150 40 42.2746
-20 560 0.1 150 41 40.8108
-20 560 0.1 150 42 39.4042
-20 560 0.1 150 43 38.0507
-20 560 0.1 150 44 36.7466
-20 560 0.1 150 45 35.4885
-20 560 0.1 150 46 34.2733
-20 560 0.1 150 47 33.0982
-20 560 0.1 150 48 31.9605
-20 560 0.1 150 49 30.8578
-20 560 0.1 150 50 29.7878
-20 560 0.1 150 51 28.7486
-20 560 0.1 150 52 27.7382
-20 560 0.1 150 53 26.7549
-20 560 0.1 150 54 25.7969
-20 560 0.1 150 55 24.8629
-20 560 0.1 150 56 23.9513
-20 560 0.1 150 57 23.0608
-20 560 0.1 150 58 22.1902
-20 560 0.1 150 59 21.3382
-20 560 0.1 150 60 20.5039
-20 560 0.2 150 35 50.8401
-20 560 0.2 150 36 49.0048
-20 560 0.2 150 37 47.2549
-20 560 0.2 150 38 45.5836
-20 560 0.2 150 39 43.9846
-20 560 0.2 150 40 42.4527
-20 560 0.2 150 41 40.9827
-20 560 0.2 150 42 39.5701
-20 560 0.2 150 43 38.2109
-20 560 0.2 150 44 36.9013
-20 560 0.2 150 45 35.6379
-20 560 0.2 150 46 34.4176
-20 560 0.2 150 47 33.2375
-20 560 0.2 150 48 32.095
-20 560 0.2 150 49 30.9877
-20 560 0.2 150 50 29.9132
-20 560 0.2 150 51 28.8696
-20 560 0.2 150 52 27.855
-20 560 0.2 150 53 26.8675
-20 560 0.2 150 54 25.9055
-20 560 0.2 150 55 24.9675
-20 560 0.2 150 56 24.0521
-20 560 0.2 150 57 23.1578
-20 560 0.2 150 58 22.2835
-20 560 0.2 150 59 21.428
-20 560 0.2 150 60 20.5902
-20 560 0.3 150 35 51.0534
-20 560 0.3 150 36 49.2104
-20 560 0.3 150 37 47.4531
-20 560 0.3 150 38 45.7747
-20 560 0.3 150 39 44.1691
-20 560 0.3 150 40 42.6307
-20 560 0.3 150 41 41.1545
-20 560 0.3 150 42 39.736
-20 560 0.3 150 43 38.3711
-20 560 0.3 150 44 37.056
-20 560 0.3 150 45 35.7873
-20 560 0.3 150 46 34.5619
-20 560 0.3 150 47 33.3768
-20 560 0.3 150 48 32.2295
-20 560 0.3 150 49 31.1175
-20 560 0.3 150 50 30.0386
-20 560 0.3 150 51 28.9906
-20 560 0.3 150 52 27.9717
-20 560 0.3 150 53 26.9801
-20 560 0.3 150 54 26.0141
-20 560 0.3 150 55 25.0721
-20 560 0.3 150 56 24.1528
-20 560 0.3 150 57 23.2548
-20 560 0.3 150 58 22.3769
-20 560 0.3 150 59 21.5178
-20 560 0.3 150 60 20.6765
-20 560 0.4 150 35 51.2665
-20 560 0.4 150 36 49.4158
-20 560 0.4 150 37 47.6512
-20 560 0.4 150 38 45.9658
-20 560 0.4 150 39 44.3534
-20 560 0.4 150 40 42.8086
-20 560 0.4 150 41 41.3262
-20 560 0.4 150 42 39.9018
-20 560 0.4 150 43 38.5312
-20 560 0.4 150 44 37.2106
-20 560 0.4 150 45 35.9366
-20 560 0.4 150 46 34.7061
-20 560 0.4 150 47 33.5161
-20 560 0.4 150 48 32.364
-20 560 0.4 150 49 31.2473
-20 560 0.4 150 50 30.1638
-20 560 0.4 150 51 29.1115
-20 560 0.4 150 52 28.0883
-20 560 0.4 150 53 27.0926
-20 560 0.4 150 54 26.1225
-20 560 0.4 150 55 25.1767
-20 560 0.4 150 56 24.2535
-20 560 0.4 150 57 23.3518
-20 560 0.4 150 58 22.4702
-20 560 0.4 150 59 21.6075
-20 560 0.4 150 60 20.7627
-20 560 0.5 150 35 51.4796
-20 560 0.5 150 36 49.6212
-20 560 0.5 150 37 47.8492
-20 560 0.5 150 38 46.1567
-20 560 0.5 150 39 44.5377
-20 560 0.5 150 40 42.9864
-20 560 0.5 150 41 41.4979
-20 560 0.5 150 42 40.0675
-20 560 0.5 150 43 38.6912
-20 560 0.5 150 44 37.3651
-20 560 0.5 150 45 36.0858
-20 560 0.5 150 46 34.8502
-20 560 0.5 150 47 33.6552
-20 560 0.5 150 48 32.4983
-20 560 0.5 150 49 31.377
-20 560 0.5 150 50 30.2891
-20 560 0.5 150 51 29.2324
-20 560 0.5 150 52 28.2049
-20 560 0.5 150 53 27.205
-20 560 0.5 150 54 26.231
-20 560 0.5 150 55 25.2812
-20 560 0.5 150 56 24.3542
-20 560 0.5 150 57 23.4487
-20 560 0.5 150 58 22.5635
-20 560 0.5 150 59 21.6972
-20 560 0.5 150 60 20.8488
-20 560 0.6 150 35 51.6926
-20 560 0.6 150 36 49.8264
-20 560 0.6 150 37 48.0471
-20 560 0.6 150 38 46.3476
-20 560 0.6 150 39 44.7218
-20 560 0.6 150 40 43.1641
-20 560 0.6 150 41 41.6694
-20 560 0.6 150 42 40.2332
-20 560 0.6 150 43 38.8512
-20 560 0.6 150 44 37.5196
-20 560 0.6 150 45 36.235
-20 560 0.6 150 46 34.9942
-20 560 0.6 150 47 33.7943
-20 560 0.6 150 48 32.6326
-20 560 0.6 150 49 31.5067
