-0.0109083 -0.00772832 -0.0109081 -0.00772778 0.999941 -8.43004e-05
-0.0103665 -0.00740369 -0.0103663 -0.00740322 0.999946 -7.67479e-05
-0.009812 -0.00707906 -0.00981184 -0.00707866 0.999952 -6.9458e-05
-0.00927014 -0.00675442 -0.00927001 -0.00675408 0.707076 -0.707135
-0.00872829 -0.00642979 -0.00872818 -0.0064295 0.70708 -0.707132
-0.00817383 -0.00610516 -0.00817374 -0.00610492 0.707083 -0.707129
-0.00763198 -0.00578053 -0.0076319 -0.00578033 0.707086 -0.707126
-0.0114502 -0.00740369 -0.0114499 -0.00740313 0.999934 -8.47708e-05
-0.0109083 -0.00707906 -0.0109081 -0.00707858 0.707065 -0.707144
-0.0103665 -0.00675442 -0.0103663 -0.00675401 0.999946 -7.00176e-05
-0.009812 -0.00642979 -0.00981184 -0.00642944 0.707073 -0.707137
-0.00927014 -0.00610516 -0.00927001 -0.00610486 0.999957 -5.65946e-05
-0.00872829 -0.00578053 -0.00872818 -0.00578028 0.70708 -0.707131
-0.00817383 -0.0054559 -0.00817374 -0.00545569 0.999967 -4.45949e-05
-0.00763198 -0.00513127 -0.0076319 -0.0051311 0.707086 -0.707125
-0.0120046 -0.00707906 -0.0120043 -0.00707849 0.999928 -8.49786e-05
-0.0114502 -0.00675442 -0.0114499 -0.00675393 0.999934 -7.7337e-05
-0.0109083 -0.00642979 -0.0109081 -0.00642937 0.707065 -0.707142
-0.0103665 -0.00610516 -0.0103663 -0.0061048 0.999946 -6.32873e-05
-0.009812 -0.00578053 -0.00981184 -0.00578022 0.707073 -0.707135
-0.00927014 -0.0054559 -0.00927001 -0.00545564 0.707076 -0.707132
-0.00872829 -0.00513127 -0.00872818 -0.00513105 0.70708 -0.707129
-0.00817383 -0.00480664 -0.00817374 -0.00480646 0.707083 -0.707126
-0.00763198 -0.00448201 -0.0076319 -0.00448186 0.999971 -3.42061e-05
-0.0125465 -0.00675442 -0.0125461 -0.00675384 0.707051 -0.707151
-0.0120046 -0.00642979 -0.0120043 -0.00642929 0.707056 -0.707147
-0.0114502 -0.00610516 -0.0114499 -0.00610472 0.999934 -6.99031e-05
-0.0109083 -0.00578053 -0.0109081 -0.00578015 0.999941 -6.30542e-05
-0.0103665 -0.0054559 -0.0103663 -0.00545558 0.707069 -0.707136
-0.009812 -0.00513127 -0.00981184 -0.005131 0.999952 -5.0347e-05
-0.00927014 -0.00480664 -0.00927001 -0.00480641 0.707076 -0.70713
-0.00872829 -0.00448201 -0.00872818 -0.00448182 0.999962 -3.91196e-05
